"","...1","Show","Season","Episode","Character","Line","Gender","Gender_label","Rownumber","Year","N_words","Year_groups"
"48",482816,"Seinfeld","3","5","JERRY","Oh, computers, they're cracking down now on overdue books. The whole thing is completely ridiculous.",0,"male",4828,1991,14,"1989-1993"
"49",325417,"Seinfeld","2","10","JERRY","What's with this airline? What are you, cutting out the drinks now?",0,"male",3254,1991,11,"1989-1993"
"50",231320,"Frasier","1","12","Roz","Wouldn't it be even be sadder?  With you here all by yourself?",1,"female",2313,1993,12,"1989-1993"
"51",217118,"Seinfeld","2","5","ELAINE","Oh, and before I forget, I have the checks for the first month, last months security deposit. I have seventy-five dollars left in my account.",1,"female",2171,1991,24,"1989-1993"
"52",106620,"Frasier","1","5","Daphne","I found some pizza rolls in the back of the freezer, but the expiration date was yesterday - are we game?",1,"female",1066,1993,20,"1989-1993"
"53",123585,"Seinfeld","4","11","GEORGE","No, no, no. He just left.",0,"male",12358,1992,5,"1989-1993"
"54",317107,"Seinfeld","1","2","HELEN","Idiot. So whore you looking for, Sophia Loren?",1,"female",317,1990,7,"1989-1993"
"55",169255,"Seinfeld","5","7","ELAINE","Well, as far as I know, he bumped his arm into a door and it's kind of got this involuntarily movement. Some sort of a spasm. So, anyway, you're a..you're a big advisor to Dinkins, huh?",1,"female",16925,1993,35,"1989-1993"
"56",97504,"Seinfeld","4","2","GEORGE","Taste this, is this a dill?",0,"male",9750,1992,5,"1989-1993"
"57",84205,"Seinfeld","3","20","ELAINE","I just love meeting new people. You know that's how you really do learn about life.",1,"female",8420,1992,15,"1989-1993"
"58",226109,"Frasier","1","2","Daphne","Oh, good morning, Dr. Crane.  Not a morning person, are we? Well, never you mind.  I am.  Can't very well be a good health care provider if you're not up with the cock.  I've already taken your father for his morning constitutional.  Such a remarkable man - thirty years on the police force.  I can understand why you'd want him to live here, although not many sons would do that, not without getting paid for it.  Anyway, coffee's made, and I took the liberty of doing a shop.  They don't serve much tripe in Seattle, do they?",1,"female",226,1993,104,"1989-1993"
"59",75835,"Seinfeld","3","16","JERRY","No, forget it, I'm gonna call.",0,"male",7583,1992,5,"1989-1993"
"60",125154,"Seinfeld","4","12","ELAINE","Excuse me. I'm sorry to make you do this, but I got stuck in the aisle and the flight attendant wouldn't let me get through. There's no way to get around that cart...",1,"female",12515,1992,32,"1989-1993"
"61",157155,"Seinfeld","5","3","ELAINE","Do you ever spit on anybody from here?",1,"female",15715,1993,7,"1989-1993"
"62",107195,"Seinfeld","4","5","ELAINE","Oh, oh no, no no no, I can't do that.",1,"female",10719,1992,9,"1989-1993"
"63",58985,"Seinfeld","3","9","GEORGE","Hey, let's get the check, she's taking the bandages off at four o'clock.",0,"male",5898,1991,12,"1989-1993"
"64",131717,"Seinfeld","2","1","JERRY","Oh, my little airplane lamp.",0,"male",1317,1991,4,"1989-1993"
"65",110318,"Seinfeld","1","5","GEORGE","Yeah, I mentioned Simons. Next thing I know, I'm in the parking lot. Perhaps they had some sort of a falling out. I'll tell you one thing. I don't know what he's got. But for a sick guy, he's very strong.",0,"male",1103,1990,40,"1989-1993"
"66",106825,"Seinfeld","4","5","GEORGE","No, you just tell him ah, an old boyfriend has come back into your life.",0,"male",10682,1992,14,"1989-1993"
"67",519215,"Seinfeld","3","6","ELAINE","We didn't come in over there!",1,"female",5192,1991,5,"1989-1993"
"68",122108,"Seinfeld","1","1","JERRY","This is a person I like, it's not How to score on spring break.",0,"male",122,1989,13,"1989-1993"
"69",130975,"Seinfeld","4","15","GEORGE","No, and you weren't funny last night either. In fact, you got us both so depressed, she asked me to drive her home after dinner.",0,"male",13097,1993,24,"1989-1993"
"70",72805,"Seinfeld","3","15","JERRY","George, I want you to promise me something. If I'm ever in a comma. In the first 24 hours get everything out of my apartment and put it in storage.",0,"male",7280,1992,29,"1989-1993"
"71",148795,"Seinfeld","4","23","KRAMER","I saw Joe DiMaggio in Dinky Doughnuts again, but this time, I went in. Oh! Uh, where's the bathroom?",0,"male",14879,1993,18,"1989-1993"
"72",302416,"Seinfeld","2","9","ELAINE","Oh, of course it does.",1,"female",3024,1991,4,"1989-1993"
"73",154095,"Seinfeld","5","1","KRAMER","Yes! Oh look at this, these mangos are beautiful! Oh these are beautiful, you did good George.",0,"male",15409,1993,16,"1989-1993"
"74",134455,"Seinfeld","4","17","GEORGE","I just thought of a great name for myself, if I ever become a porno actor.",0,"male",13445,1993,15,"1989-1993"
"75",78155,"Seinfeld","3","17","GEORGE","Now, listen closely. I was at the unemployment office and I told them that I was very close to getting a job with Vandelay Industries and I gave them your phone number. So, when now when the phone rings you've got to answer `Vandelay Industries`.",0,"male",7815,1992,44,"1989-1993"
"76",126418,"Seinfeld","2","1","JERRY","The waiting room. I hate when they make you wait in the room. 'Cause it says Waiting Room. There's no chance of not waiting. 'Cause they call it the waiting room, they're gonna use it. They've got it. It's all set up for you to wait. And you sit there, you know, and you've got your little magazine. You pretend you're reading it, but you're really looking at the other people. You know, you're thinking about about them. Things like, I wonder what he's got. As soon as she goes, I'm getting her magazine. And then, they finally call you and it's a very exciting moment. They finally call you, and you stand up and you kinda look around at the other people in the room. Well, I guess I've been chosen. I'll see you all later. You know, so you think you're going to see the doctor, but you're not, are you? No. You're going into the next waiting room the littler waiting room. But if they are, you know, doing some sort of medical thing to you, you want to be in the smallest room that they have, I think. You don't wnat to be in the largest room that they have. You know what I mean? You ever see these operating theatres, that they have, with like, stadium seating? You don't want them doing anything to you that makes other doctors go, I have to see this! Are you kidding? Are they really gonna do that to him? Are there seats? Can we get in? Do they scalp tickets to these things? I got two for the Winslow tumor, I got two...",0,"male",1264,1991,274,"1989-1993"
"77",92464,"Seinfeld","3","23","ELAINE","I just said the same thing to you.",1,"female",9246,1992,7,"1989-1993"
"78",96525,"Seinfeld","4","2","JERRY","Scared the hell out of that guy.",0,"male",9652,1992,6,"1989-1993"
"79",66165,"Seinfeld","3","12","JERRY","Well what do you want me to do? Not look at it?",0,"male",6616,1991,11,"1989-1993"
"80",126895,"Seinfeld","4","13","ELAINE","It's because you made me wear that stupid shirt.",1,"female",12689,1992,8,"1989-1993"
"81",117585,"Seinfeld","4","9","ELAINE","I've been out with him three times, I should know the mans name.",1,"female",11758,1992,12,"1989-1993"
"82",224108,"Seinfeld","1","2","ELAINE","All right, what the hell.",1,"female",224,1990,4,"1989-1993"
"83",195108,"Seinfeld","1","2","JERRY","Oh yeah? I don't believe you've seen... this.",0,"male",195,1990,7,"1989-1993"
"84",151418,"Seinfeld","4","24","ELAINE","Hey! Come here a second. I want you to know something. You are not gonna get away with this!",1,"female",15141,1993,18,"1989-1993"
"85",303415,"Seinfeld","2","9","ELAINE","No, no. Jerry, I'm fine really. It's okay.",1,"female",3034,1991,7,"1989-1993"
"86",455315,"Seinfeld","3","3","ELAINE","Five days? You want me to stay here for five more days?",1,"female",4553,1991,11,"1989-1993"
"87",128465,"Seinfeld","4","14","ELAINE","I will buy your popcorn and soda. We'll call it even.",1,"female",12846,1993,10,"1989-1993"
"88",60825,"Seinfeld","3","10","GEORGE","No, I would have picked up on it. I can always tell when a woman likes me, they always somehow let you know. With me, they could torture me, I wouldn't tell them. If anything I'd try to make them think I don't like them, then they think, `Oh, look at this guy, he's not even looking at me, he must have something going for him.`",0,"male",6082,1991,65,"1989-1993"
"89",172885,"Seinfeld","5","9","JERRY","I tried putting her hands there but she pulls it away immediately, she's not into it.",0,"male",17288,1993,15,"1989-1993"
"90",336109,"Frasier","1","2","Niles","You're a good brother too.",0,"male",336,1993,4,"1989-1993"
"91",309716,"Seinfeld","2","9","ELAINE","Think where man's glory most begins and ends and say my glory was I had such a friend.",1,"female",3097,1991,17,"1989-1993"
"92",294517,"Seinfeld","2","9","JERRY","So think you can handle this?",0,"male",2945,1991,5,"1989-1993"
"93",549614,"Seinfeld","3","7","ELAINE","Actually, you know I think I did. The first time I couldn't really cons... [Monica closes the window]... entrate.",1,"female",5496,1991,18,"1989-1993"
"94",73719,"Seinfeld","3","15","KRAMER","Oh, you know what? The second day I was there I stepped on a jellyfish. Now it kind of stung my foot. That's probably what Rula was trying to warn you about.",0,"male",7371,1992,31,"1989-1993"
"95",85325,"Seinfeld","3","20","ELAINE","Oh, did you check you machine?",1,"female",8532,1992,5,"1989-1993"
"96",129519,"Seinfeld","4","15","ELAINE","What, the one who just left?",1,"female",12951,1993,5,"1989-1993"
"97",89220,"Frasier","1","4","Martin","Yeah, maybe I will.  And you know why I will?  Because the Crane boys don't take clarinet lessons anymore.",0,"male",892,1993,20,"1989-1993"
"98",238318,"Seinfeld","2","6","ELAINE","Well, then, if he's crazy you should just forget it.",1,"female",2383,1991,9,"1989-1993"
"99",126695,"Seinfeld","4","13","ELAINE","Oh my God! That's my nipple.",1,"female",12669,1992,5,"1989-1993"
"100",154375,"Seinfeld","5","1","ELAINE","Just gonna return some of your things that we're in my house.",1,"female",15437,1993,11,"1989-1993"
"101",176795,"Seinfeld","5","10","ELAINE","Mr Lippman. I'm sorry, I was in Queens uh... Kramer!",1,"female",17679,1993,9,"1989-1993"
"102",175920,"Frasier","1","9","Frasier","Dad?  How about you?",0,"male",1759,1993,4,"1989-1993"
"103",142318,"Seinfeld","2","2","JERRY","When do you intend to do this?",0,"male",1423,1991,6,"1989-1993"
"104",79395,"Seinfeld","3","18","KRAMER","I'm not joking. She looks like Lyndon Johnson.",0,"male",7939,1992,7,"1989-1993"
"105",68455,"Seinfeld","3","13","ELAINE","Aha, yep. I'm the... eh... bes tman.",1,"female",6845,1992,6,"1989-1993"
"106",137295,"Seinfeld","4","18","JERRY","We'll turn the light on...",0,"male",13729,1993,4,"1989-1993"
"107",365517,"Seinfeld","2","12","ELAINE","Jerry, you cannot imagine how much I hate this guy.. and he hasn't even done anything! It's the situation. He's a wonderful guy, but I hate his guts!",1,"female",3655,1991,27,"1989-1993"
"108",128135,"Seinfeld","4","14","ELAINE","Then how come we're not moving?",1,"female",12813,1993,5,"1989-1993"
"109",179420,"Frasier","1","9","Bebe","Well, I understand if you have a problem.",1,"female",1794,1993,7,"1989-1993"
"110",341217,"Seinfeld","2","11","ELAINE","Alright, alright. Here, hold this. I'm doin' it.",1,"female",3412,1991,7,"1989-1993"
"111",177765,"Seinfeld","5","11","ELAINE","Well I trust people not to do that.",1,"female",17776,1993,7,"1989-1993"
"112",57905,"Seinfeld","3","8","JERRY","What are you doing here?",0,"male",5790,1991,4,"1989-1993"
"113",153655,"Seinfeld","5","1","KRAMER","Hey listen, if I give you money would you go out and get me some fruit?",0,"male",15365,1993,15,"1989-1993"
"114",98718,"Seinfeld","1","5","ELAINE","I'd do it but I don't have any money.",1,"female",987,1990,8,"1989-1993"
"115",91318,"Seinfeld","1","4","ELAINE","I got some for you.",1,"female",913,1990,4,"1989-1993"
"116",146835,"Seinfeld","4","22","ELAINE","Drake gave her the TV?",1,"female",14683,1993,4,"1989-1993"
"117",137475,"Seinfeld","4","18","KRAMER","[In Newman's ear] You emit a foul and unpleasant odour...",0,"male",13747,1993,9,"1989-1993"
"118",169718,"Seinfeld","2","3","KRAMER","Yeah. A friend of mine, he's a magician. He's going away on vacation. He asked me to take care of his doves.",0,"male",1697,1991,21,"1989-1993"
"119",79219,"Frasier","1","4","Daphne","No, I mean she had four brothers.",1,"female",792,1993,6,"1989-1993"
"120",56625,"Seinfeld","3","8","ELAINE","Okay... Thanks a lot for the ride.",1,"female",5662,1991,6,"1989-1993"
"121",179205,"Seinfeld","5","11","KRAMER","Yes, Yes. It worked. Sister Roberta I've still got time to catch her.",0,"male",17920,1993,12,"1989-1993"
"122",67120,"Frasier","1","4","Daphne","Here we are, gents, dinner's up. Can I give you a hand clearing up your papers?",1,"female",671,1993,15,"1989-1993"
"123",318316,"Seinfeld","2","10","JERRY","Asked you? You're not going to do that are you?",0,"male",3183,1991,9,"1989-1993"
"124",105218,"Seinfeld","4","5","HELEN","Why is he after you?",1,"female",10521,1992,4,"1989-1993"
"125",105135,"Seinfeld","4","5","HELEN","So what's the matter with this Devola guy?",1,"female",10513,1992,7,"1989-1993"
"126",78085,"Seinfeld","3","17","ELAINE","So the spit could have only come from the front and to the right.",1,"female",7808,1992,13,"1989-1993"
"127",150484,"Seinfeld","4","24","ELAINE","Jerry, this is not a crush. This is a complete fixation. he makes me very uncomfortable.",1,"female",15048,1993,15,"1989-1993"
"128",63724,"Seinfeld","3","11","KRAMER","You know they told me that they wanted me to walk down the block carrying this bag of groceries.",0,"male",6372,1991,18,"1989-1993"
"129",87819,"Seinfeld","3","21","ELAINE","Um, oh, it's Townscend, which is NEAR Baltimore.",1,"female",8781,1992,7,"1989-1993"
"130",119455,"Seinfeld","4","10","JERRY","So we'll talk about the hooks then?",0,"male",11945,1992,6,"1989-1993"
"131",194920,"Frasier","1","10","Niles","Daphne, I had the fervent hope that you could coax this back to life.  It's one of Maris's favorites.",0,"male",1949,1993,19,"1989-1993"
"132",123119,"Frasier","1","1","Daphne","Oh!  Hello - caught me with my hand in the biscuit tin!I'm Daphne, Daphne Moon.",1,"female",123,1993,15,"1989-1993"
"133",102719,"Frasier","1","5","Daphne","Oh it's such a beautiful night.  The city is lit up like a jewel.  Oh look, there's Irene.  She's sitting in her window wearing a stunning green dress.  But her face, it's so sad.",1,"female",1027,1993,37,"1989-1993"
"134",528315,"Seinfeld","3","7","ELAINE","It's Latin. I read it in some book. I don't know, I just wanted to say it out loud.",1,"female",5283,1991,18,"1989-1993"
"135",104254,"Seinfeld","4","5","HELEN","Since when is George a writer?",1,"female",10425,1992,5,"1989-1993"
"136",85425,"Seinfeld","3","20","ELAINE","Well I don't know, he caught me off guard!",1,"female",8542,1992,8,"1989-1993"
"137",68445,"Seinfeld","3","13","ELAINE","Em, two women. It's, eh... lesbian wedding.",1,"female",6844,1992,6,"1989-1993"
"138",71375,"Seinfeld","3","15","GEORGE","Give me two bucks. I'll do it for two bucks.",0,"male",7137,1992,9,"1989-1993"
"139",96125,"Seinfeld","4","2","JERRY","All right, I'll call 911. Think he did it? Could've he done it? Couldn't done it? How could've he done it? Couldn't be? Could it? Hello 911? How are you? I'm sorry it was just a reflex... I know it's an emergency number... it is an emergency... my friend is being accused of being a smog strangler and I know he didn't do it... they're putting me trough to the detective in charge of the investigation... what is my name? Who am I? I'm eh... George Costanza...",0,"male",9612,1992,86,"1989-1993"
"140",161444,"Seinfeld","5","4","ELAINE","Look it, gentlemen. The fact remains you still have no proof. This is all speculation and hearsay.",1,"female",16144,1993,16,"1989-1993"
"141",87704,"Seinfeld","3","21","ELAINE","It's Chapter 2 it's Neil Simon.",1,"female",8770,1992,5,"1989-1993"
"142",130385,"Seinfeld","4","15","ELAINE","No, it's not. You cannot not be funny.",1,"female",13038,1993,7,"1989-1993"
"143",161304,"Seinfeld","5","4","JERRY","I'll call back, thank you. He went to South America!",0,"male",16130,1993,9,"1989-1993"
"144",146384,"Seinfeld","4","22","JERRY","Oh, what's the difference, you don't go out that much.",0,"male",14638,1993,9,"1989-1993"
"145",167365,"Seinfeld","5","7","GEORGE","Oh, god. Look who's here.",0,"male",16736,1993,4,"1989-1993"
"146",209120,"Frasier","1","11","Daphne","Well, I'll just pop into the kitchen and fix us a snack.",1,"female",2091,1993,11,"1989-1993"
"147",225818,"Seinfeld","2","5","ELAINE","They rehearse all the time?",1,"female",2258,1991,4,"1989-1993"
"148",102125,"Seinfeld","4","4","NEWMAN","Well, let me remind you of something. You wouldn't be here if it wasn't for me and my helmet. I saved your life! You would be dead! Dead! You would cease to exist! You would be gone for the rest of eternity! You wouldn't even begin to comprehend what that means!!",0,"male",10212,1992,50,"1989-1993"
"149",456106,"Frasier","1","3","Daphne","You're going to be the handsomest gent at your friend's retirement party.  Now come on, let's go and hang it up before it gets wrinkled.",1,"female",456,1993,25,"1989-1993"
"150",256017,"Seinfeld","2","7","JERRY","Sure. You're an emotional person. People don't take you seriously.",0,"male",2560,1991,9,"1989-1993"
"151",344616,"Seinfeld","2","11","ELAINE","Remember when you first went out to eat with your parents? Remember, it was such a treat to go and they serve you this different food that you never saw before, and they put it in front of you, and it is such a delicious and exciting adventure? And now I just feel like a big sweaty hog waiting for them to fill up the trough.",1,"female",3446,1991,65,"1989-1993"
"152",159085,"Seinfeld","5","3","KRAMER","12.000 BTU's of raw cooling power. Installed!",0,"male",15908,1993,6,"1989-1993"
"153",144054,"Seinfeld","4","21","JERRY","I mean the car *stinks*! George, does the car stink?",0,"male",14405,1993,9,"1989-1993"
"154",90420,"Frasier","1","5","Roz","Yeah, quote mom, ""Crime never stops - even in the dairy state!""",1,"female",904,1993,11,"1989-1993"
"155",284017,"Seinfeld","2","8","JERRY","I'll get you a Chuckle. You want me to get you a Chuckle?",0,"male",2840,1991,12,"1989-1993"
"156",62035,"Seinfeld","3","10","JERRY","No, of course not, just close the door when you leave.",0,"male",6203,1991,10,"1989-1993"
"157",454016,"Seinfeld","3","3","JACK","He gave it to me!",0,"male",4540,1991,4,"1989-1993"
"158",89925,"Seinfeld","3","22","ELAINE","Yeah, it's all taken care of.",1,"female",8992,1992,5,"1989-1993"
"159",436217,"Seinfeld","3","3","HELEN","You shouldn't have said anything. What did you expect him to do?",1,"female",4362,1991,11,"1989-1993"
"160",167519,"Frasier","1","9","Roz","Zip up your fly, wise man.",1,"female",1675,1993,5,"1989-1993"
"161",82365,"Seinfeld","3","19","ELAINE","Yeah. He said, um, he said it's really important that we call them O'Brien and Murphy.",1,"female",8236,1992,15,"1989-1993"
"162",221318,"Seinfeld","2","5","ELAINE","Jerrys the one who got me my new apartment.",1,"female",2213,1991,8,"1989-1993"
"163",156318,"Seinfeld","2","2","ELAINE","Three hundred a month? Oh, my God.",1,"female",1563,1991,6,"1989-1993"
"164",107425,"Seinfeld","4","5","HELEN","Leo, where did you get that watch?",1,"female",10742,1992,6,"1989-1993"
"165",261817,"Seinfeld","2","7","JERRY","Did he call you last night?",0,"male",2618,1991,5,"1989-1993"
"166",169975,"Seinfeld","5","8","ELAINE","Why don't you go ahead and call him?",1,"female",16997,1993,7,"1989-1993"
"167",135220,"Frasier","1","7","Frasier","Well, that's certainly different from the usual ""Best Regards.""",0,"male",1352,1993,8,"1989-1993"
"168",146605,"Seinfeld","4","22","ELAINE","My God this is fantastic! Tell me, we're you guys just blown away or what?",1,"female",14660,1993,14,"1989-1993"
"169",158920,"Frasier","1","8","Daphne","You two are worse than a couple old washerwomen gossiping over a back fence.  I'm telling you, the way to sort this is to ask your father.",1,"female",1589,1993,27,"1989-1993"
"170",297917,"Seinfeld","2","9","JERRY","And then, somehow, we started talking about, what if we had sex.",0,"male",2979,1991,11,"1989-1993"
"171",172120,"Frasier","1","9","Bebe","Bebe Glaser.  I'm Bulldog Briscoe's agent.",1,"female",1721,1993,6,"1989-1993"
"172",85619,"Seinfeld","3","20","GEORGE","Jerry, let's go! You ready?",0,"male",8561,1992,4,"1989-1993"
"173",113635,"Seinfeld","4","8","KRAMER","Yeah, well, I lost them all in the fire! Hey, George, maybe you can ask Susan's father for more, huh?",0,"male",11363,1992,19,"1989-1993"
"174",195120,"Frasier","1","1","Roz","Ever heard of Lupe Velez?",1,"female",195,1993,4,"1989-1993"
"175",129019,"Seinfeld","4","14","ELAINE","I just went to get popcorn... Ugh... [shakes more popcorn] I just went to get popcorn, okay? And and and somebody took my seat, and my coat is in there!",1,"female",12901,1993,29,"1989-1993"
"176",113055,"Seinfeld","4","7","ELAINE","The CABIN is on fire!",1,"female",11305,1992,4,"1989-1993"
"177",103108,"Seinfeld","1","1","JERRY","No believe me, I'm always up at this hour. How are you?... Great... Sure... What time does the plane get in?... I got my friend George to take me...",0,"male",103,1989,28,"1989-1993"
"178",149145,"Seinfeld","4","23","GEORGE","Cancer? Is it cancer? Do I have cancer?",0,"male",14914,1993,7,"1989-1993"
"179",318117,"Seinfeld","2","10","GEORGE","I still have it. The collar's okay. I wear it under sweaters.",0,"male",3181,1991,11,"1989-1993"
"180",103565,"Seinfeld","4","4","NEWMAN","Your Honor, I'm only trying to establish Mister Kramer's fragile emotional state, my entire case depends on it.",0,"male",10356,1992,17,"1989-1993"
"181",106819,"Seinfeld","4","5","ELAINE","No, it's not going to work with this guy.",1,"female",10681,1992,8,"1989-1993"
"182",61117,"Seinfeld","1","3","ELAINE","Sure, it's... probably the same guy, who delivers the wood.",1,"female",611,1990,9,"1989-1993"
"183",502715,"Seinfeld","3","6","KRAMER","Blue-one. I thought it was blue-one.",0,"male",5027,1991,5,"1989-1993"
"184",90517,"Seinfeld","1","4","ELAINE","What are we gonna do there? Talk?",1,"female",905,1990,6,"1989-1993"
"185",103255,"Seinfeld","4","4","ELAINE","Well, so, he can live without his Valium for a couple of days.",1,"female",10325,1992,12,"1989-1993"
"186",87017,"Seinfeld","3","21","ELAINE","Wha-- oh! Oh, god! That is the THIRD time today I have done that! BLAAAH! Grabbing news- papers... I'm just tugging at 'em...",1,"female",8701,1992,22,"1989-1993"
"187",474914,"Seinfeld","3","4","ELAINE","We talked about that already.",1,"female",4749,1991,4,"1989-1993"
